titulo;preco;desc;erate;url;lat;lng;Quartos;WC's;Tam. do Lote (m²);Ano Construção;Casas de Banho;Total de Assoalhadas;Total m² ;Lugares de Estacionamento;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:;Volume cúbico (m³):
AV. GAL. ROÇADAS - ÚLTIMA OPORTUNIDADE - T3;450.000 €;Na melhor localização da Penha de França, Avenida General Roçadas.Próximo a E. B. Nuno Gonçalves e E. B. Natália Correia e também E. S. Dona Luísa de Gusmão.Todo comércio tradicional na vizinhança, facilidade de transportes públicos.O apartamento, um exclusivo, personalizado ao seu gosto, possibilidade de escolhas de acabamento a partir do andar modelo. Sala e quartos em piso flutuante/clic com isolamento acústico, roupeiros, pré instalação de ar condicionado e amplas varandas.Todos com suíte com banheira e casa de banho social com base de duche de 1,20m.Portas em branco mate, janelas em vidro duplo com corte térmico em branco/cinza, estores...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Penha-de-Franca-Lisbon_122911104-16;38.725752;-9.128458;3;;400,00;2014;2;4;147;2;1º Andar;;6;;
;1.191.850 €;Lisboa começa aqui.Em Belém, apenas a dois minutos dos principais pontos atrativos de Lisboa, nasceu o Empreendimento Belém Riverside, voltado para o Tejo e com uma localização única na cidade, entre a história e o rio. Os jardins, a torre de Belém, a marina, o CCB e o Mosteiro dos Jerónimos são apenas alguns dos principais fatores de valorização desta notável zona da cidade.O empreendimento, de arquitetura moderna e um jardim comum com piscina, é composto por 106 apartamentos - distribuídos por 5 edifícios - com tipologias entre T1 e T5 e áreas que variam entre os 65 m2 e 276 m2. Algumas das frações possuem terraços privativos.O permanente contacto visual com o rio e...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Santa-Maria-de-Belem-Lisbon_120611220-80;38.694637;-9.21951;5;;348,00;2009;;6;273;;;;;;
;520.000 €;Apartamento Parque das Nações!;A;http://www.remax.pt/Condo-Apartment-For-Sale-Santa-Maria-dos-Olivais-Lisbon_120611220-81;38.756242;-9.097924;2;;96,00;2010;;3;96;;;;;;
BAIXA DE PREÇO;550.000 €;Moradia bem localizada.;B;http://www.remax.pt/Two-Family-House-For-Sale-Alcabideche-Cascais_120611220-82;38.733421;-9.442471;5;;494,00;2008;;6;248;;;;;;
APARTAMENTO T2 - NOVO;290.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 2 lugares de Estacionamento- Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos-...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-118;38.700422;-9.248119;2;;;2012;2;3;110;;;;;;
APARTAMENTO T3 - NOVO;330.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 2 lugares de Estacionamento- varanda 12,07- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-117;38.700422;-9.248119;3;;;2012;3;4;120;;;;;;
APARTAMENTO T2 - NOVO;280.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 1 lugar de Estacionamento- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-116;38.700422;-9.248119;2;;;2012;3;3;110;;;;;;
APARTAMENTO T1 - NOVO;175.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 1 lugar de Estacionamento- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-115;38.700422;-9.248119;1;;;2012;1;2;70;;;;;;
APARTAMENTO T2 - NOVO;285.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 2 lugares de Estacionamento- Terraço 14,10m2- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-114;38.700422;-9.248119;2;;;2012;3;3;110;;;;;;
APARTAMENTO T3 - NOVO;320.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 2 lugares de Estacionamento- Terraço 25,64m2- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-113;38.700422;-9.248119;3;;;2012;3;4;120;;;;;;
APARTAMENTO T1 - NOVO;170.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 1 lugar de Estacionamento- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-112;38.700422;-9.248119;1;;;2012;1;2;65;;;;;;
APARTAMENTO T2 - NOVO;275.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 2 lugares de Estacionamento- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-111;38.700422;-9.248119;2;;;2012;3;3;110;;;;;;
APARTAMENTO T3 - NOVO;460.000 €;Acabamentos de topo:- pré - instalação de aquecimento central e ar condicionado- Painéis Solares- Pavimento da Sala e Quartos Flutuante Carvalho- Portas Branco Lacado- Caixilharia Branco Lacado com vidro duplo e corte térmico- Porta Blindada- Música Ambiente- Estores Elétricos- Arrecadação - 2 lugares de Estacionamento- Terraço 75m2- Cozinha totalmente equipada com bancada e pavimento granito Angola- Quartos com roupeiros branco lacado;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cruz-Quebrada-Dafundo-Oeiras_122911014-110;38.700422;-9.248119;3;;;2012;2;4;151;;;;;;
Fantástico Apartamento T5 NOVO - Entre Quintas;303.850 €;ENTRE O VERDE E O AZUL DO MAR...Com vistas sobre o mar e sobre o porto de Leixões, o "Entre Quintas" é um local onde a modernidade e a história se fundem num ambiente exclusivo e de excelência.Pormenores de distinção:- Condomínio fechado- Piscina- Court de Tenis- Healt Club com sauna, banho turco, jacuzzi- Segurança 24 horas- Cozinha mobilada e equipada- Soalho pregado em madeira maciça de Garapa- Caixilharia em alumínio oscilobatente com vidro duplo- Estores eléctricos- Portas de entrada de segurança- Elevadores com variação de velocidade por variação de frequência, gerador para fornecimento alternativo de energia (48...;B;http://www.remax.pt/122431032-779;;;5;1;217,00;2006;4;6;217;;9º Andar;;;;
Moradia com PISCINA;300.000 €;Moradia linhas modernas,4 frentes, 3 quartos,Mobilada,Jardim, churrasqueira;B;http://www.remax.pt/House-For-Sale-Vale-de-Anta-Chaves_123691006-25;41.737363;-7.499524;3;;1.098,00;2000;;4;167;;;255,00;2;;
Fantástico Apartamento T5 NOVO - Entre Quintas;309.000 €;ENTRE O VERDE E O AZUL DO MAR...Com vistas sobre o mar e sobre o porto de Leixões, o "Entre Quintas" é um local onde a modernidade e a história se fundem num ambiente exclusivo e de excelência.Pormenores de distinção:- Condomínio fechado- Piscina- Court de Tenis- Healt Club com sauna, banho turco, jacuzzi- Vigilância 24 horas- Cozinha mobilada e equipada- Soalho pregado em madeira maciça de Garapa- Caixilharia em alumínio oscilobatente com vidro duplo- Estores eléctricos- Portas de entrada de segurança- Elevadores com variação de velocidade por variação de frequência, gerador para fornecimento alternativo de energia (48...;B;http://www.remax.pt/122431032-777;41.19435;-8.692117;5;1;217,00;2006;4;6;217;;Acima do 10º Andar;;;;
Fantástico Apartamento T5 NOVO - Entre Quintas;309.000 €;  ENTRE O VERDE E O AZUL DO MAR...Com vistas sobre o mar e sobre o porto de Leixões, o "Entre Quintas" é um local onde a modernidade e a história se fundem num ambiente exclusivo e de excelência.Pormenores de distinção:- Condomínio fechado- Piscina- Court de Tenis- Healt Club com sauna, banho turco, jacuzzi- Vigilância 24 Horas- Cozinha mobilada e equipada- Soalho pregado em madeira maciça de Garapa- Caixilharia em alumínio oscilobatente com vidro duplo- Estores eléctricos- Portas de entrada de segurança- Elevadores com variação de velocidade por variação de frequência, gerador para fornecimento alternativo de energia (48...;B;http://www.remax.pt/122431032-775;41.19435;-8.692117;5;1;217,00;2006;4;6;217;;;;;;
Fantástica Moradia sobre Palácio de Monserrate;720.000 €;Esta moradia tem como base um projeto modernista da época de 50, cujas características principais se mantêm, tendo sido executada a completa reabilitação interior e exterior em 2001.Foram criados grandes espaços de terraços dando privilégio à magnífica vista.;A;http://www.remax.pt/Two-Family-House-For-Sale-Sao-Martinho-Sintra_120171215-40;38.80541;-9.410191;4;;760,00;2001;2;5;280;;;;2;;
*** VENDIDO ***;225.000 €;T1 no coração das Avenidas Novas, inserido no emblemático edifício "Goya", com portaria com segurança 24 horas e 1 lugar de garagem.Sala com chão em pedra natural e grande janela a toda a largura da sala.Suite com closet, cozinha totalmente remodelada e equipada e casa de banho completa.Apartamento com aquecimento central e ar condicionado integrado.Zona de excelência, segura, com todos serviços à porta, Bancos, Lojas, supermercados Pingo Doce, Lidl e Mini Preço.Pertíssimo do Jardim da Gulbenkian, e do El Corte Inglês.Metro de São Sebastião, linhas azul e encarnada e metro da Av. Republica/Saldanha, linhas amarela e encarnada.Autocarros à...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Nossa-Senhora-de-Fatima-Lisbon_122201156-86;38.736081;-9.148014;1;;1.960,00;1994;1;2;75;;;;;;
MORADIA T4 COM PISCINA EM FERREIRA DO ZÊZERE;250.000 €;Excelente moradia térrea, semi-nova, com áreas amplasGrande terraçoLogradouro com 900m2 com Piscina e wc de apoioChurrasqueira e Forno2 Garagens - uma fechadaJardim com rega automáticaPainéis solaresTerreno envolvente com 5.240m2Mina de água, pequeno lago e um ribeiro que atravessa parte da quintaCasinha de arrumos antiga totalmente recuperada com pedra da zonaPinhalPortão automáticoPropriedade totalmente vedadaPrivacidade total, perto da Vila de Ferreira do Zêzere e da Albufeira de Albufeira de Castelo do BodeUma casa de sonho!;B;http://www.remax.pt/Two-Family-House-For-Sale-Ferreira-do-Zezere-Ferreira-do-Zezere_122411030-152;39.693214;-8.290526;4;;5.240,00;2011;2;5;900;;;;;;
Apartamento T3 - A Não Perder!;199.500 €;Excelente apartamento T3, como novo (apenas alguns meses de utilização) em Loures, na Quinta do Inquisidor. Acabamentos de excelente qualidade com vista panorâmica, óptima exposição solar (nascente/poente), zona verde envolvente e a escassos minutos de Lisboa.Cozinha totalmente equipada com forno, placa, exaustor, micro-ondas, combinado, máquina de lavar e secar roupa, máquina de lavar loiça e LCD. Bancada em silstone. Aquecimento de águas através de painel solar (esquentador integrado com painel solar, com termo-acumulador independente). Dispõe de aspiração central, estores térmicos com abertura eléctrica, vidros duplos, isolamento termo-acústico, ar condicionado em...;A;http://www.remax.pt/Condo-Apartment-For-Sale-Loures-Loures_123171096-1020;40.293275;-7.436435;3;;383,00;2010;2;4;206;2;2º Andar;99,00;;;
ESPAÇO P/SERVIÇOS-GONÇALO CRISTÓVÃO-BAIXA DE PREÇO;145.000 €;Antigo apartamento T5, com 230 m2, transformado para serviços: clínicas, consultórios ou escritórios, na Rua Gonçalo Cristóvão.Esteve a funcionar recentemente como clínica médica e de fisioterapia.Dispões de áreas apropriadas a qualquer um dos serviços descritos, podendo contudo ser estruturalmente modificado e adaptado. Situado no 3º piso de prédio com 2 elevadores e 1 monta-cargas, tem uma excelente vista sobre a parte baixa da cidade do Porto.O chão é todo em madeira, dispõe de ar condicionado em todas as divisões e tem um lugar de garagem.Dispõe de vários gabinetes, divisórias com separação para tratamentos, cozinha e 3 quartos de banho.O...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Ildefonso-Oporto_120421096-48;41.153708;-8.607594;5;;230,00;1969;3;6;230;1;;;;;
*** T1 MOBILADO E EQUIPADO ***;175.000 €;Se gosta de estar perto de tudo vivendo no centro de Cascais, venha visitar este apartamento T1 (vendido completamente mobilado e equipado).Decorado por conhecida designer de interiores. Com óptimos acabamentos, chão em carvalho, madeira maciça, vidros duplos, ar condicionado, vídeo porteiro e som ambiente. Cozinha equipada. Boa distribuição e orientação solar de todos os compartimentos a sul. Excelente vista de Cascais. Um lugar de parqueamento.Si vous aimez être proche de tout ce qui vit dans le centre de Cascais, venez visiter cet appartement 1 chambre (vendu entièrement meublé et équipé). Décoré par le designer d'intérieur de renom. Avec d'excellentes finitions, parquet...;B;http://www.remax.pt/Condo-Apartment-For-Sale-Cascais-Cascais_122201156-88;38.70317;-9.422936;1;;4.130,00;2007;;2;75;;;;;;
