titulo;preco;desc;erate;url;lat;lng;Quartos;Lugares de Estacionamento;WC's;Tam. do Lote (m²);Ano Construção;Total m² ;Casas de Banho;Total de Assoalhadas;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:
T3- Box para 2 carro  - NOVO;345.000 €;Procura um lugar para viver com qualidade acima da média, o edifício "Miradouro Plaza" apresenta-se como uma  inovadora e distinta da restante oferta imobiliária na zona da Quinta Grande – Alfragide. No edifício "Miradouro Plaza" foi atingida a mais elevada qualidade funcional e estética. Os mais elevados padrões estão presentes na qualidade de construção, nos acabamentos interiores, na aplicação de isolamentos térmicos e acústicos, na fachada ventilada, nas cozinhas totalmente equipadas e no rigor em termos de sustentabilidade energética que permitem a obtenção da certificação energética A+.  Um apartamento eficiente a menos de 5 minutos de Lisboa. Viver na Quinta Grande é beneficiar de...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alfragide-Amadora_123291068-29;38.73682;-9.224931;3;;;616,00;2011;175;3;4;Acima do 10º Andar;;;
Apartamentos NOVOS;267.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-86;38.696805;-9.2991;3;2;1;144,00;2012;144;2;4;2º Andar;;;
Apartamento T2 com Terraço;124.000 €;Fantástico apartamento T2, junto a todos os serviços e comércio. Composto por cozinha/copa, mobilada e equipada com forno, placa e exaustor, suite com banheira de hidromassagem, roupeiros embutidos, WC com cabine de hidromassagem, ar condicionado, painel solar, 2 magníficos terraços, um com cerca de 150 m2 nas traseiras e outro com cerca de 20 m2 na frente do prédio. Garagem individual e fechada. No prestigiado Edifício "Linha Douro", com uma construção recente e acabamentos de luxo. Ótima exposição solar;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Casteloes-de-Cepeda-Paredes_121911061-65;;;2;;1;;2008;112;1;3;;;;
;930.000 €;Excelente quintinha com 8.804m2, composta por duas casas , sendo uma habitação para caseiros e a outra destinada a agro-turismo.A casa de habitação é de rés-do-chão, tem 4 quartos, 2 casas de banho, sala e cozinha.A casa de agro turismo, denominada de "Quinta dos Remédios", resulta da reconstrução de um edifício do séc.XVII, mantendo alguns dos traços originais.Tem 3 suites, uma delas adaptada para deficientes, todas com tv, aquecimento central, ar condicionado, telefone e internet. Tem 2 salas para refeições, 2 salas de estar, cozinha rústica com forno a lenha. Tem uma adega em pedra e lagar com alambique. Todo o espaço proporciona grande conforto, tem zona de piscina coberta...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Carrico-Pombal_122591021-29;40.000046;-8.806568;7;;;8.804,00;2010;156;7;11;;;;
Luxuoso Apartamento T4 novo em frente ao Mar ;507.320 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-27;41.128601;-8.666775;4;;;295,00;2014;295;3;5;;;2;
Vistas panorâmicas sobre a Foz do Rio Minho;320.000 €;  FABULOSO T3 COM DUAS FRENTES (nascente/poente) E VARANDA SOBRE A FOZ DO RIO MINHO!Inserido no luxuoso Edifício Espelho d’ Água – projetado com amplas áreas, construído com materiais de primeira qualidade e finalizado com acabamentos de luxo – permite desfrutar dos jardins que envolvem o Edifício com acesso à ampla piscina coberta (com balneários) e sala de convívio.Com box fechada e arrumos.Cozinha moderna e totalmente equipada.  Suite com closet. Todos os quartos com armários embutidos.Em termos de acabamentos salienta-se ainda:- Fachada revestida a mármore branco ibisa e granito negro de angola,- Caixilharias em alumínio lacado, de correr com...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Vilarelho-Caminha_123571015-114;41.868932;-8.844244;3;;1;208,00;2011;153;2;4;3º Andar;;;
T3 - Com garagem - NOVO;260.000 €;T3 - No condomínio fechado da Villa Hortênsia no centro de Mem Martins. Com boas áreas. Apartamento equipado com ar condicionado, aquecimento central, aspiração central, som ambiente, estores eléctricos. Cozinha totalmente equipada com placa de indução, frigorífico side by side, microondas, maquina de lavar roupa, maquina de secar roupa, maquina de loiça, caldeira a gás, forno com ventilação e churrasqueira. Prédio com painéis solares com termoacumulador. Parque infantil e jardim. Este condomínio fica a 800m da estação de comboios de Algueirão-Mem Martins, 600m do centro de saúde e serviço de urgência, 350m do centro de analises clínicas, 150m dos bombeiros voluntários de Algueirão-Mem...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291068-47;38.795984;-9.34901;3;;1;1.633,00;2013;165;2;4;1º Andar;;;
T3 - Com garagem - NOVO;290.000 €;T3 - No condomínio fechado da Villa Hortênsia no centro de Mem Martins. Com boas áreas. Apartamento equipado com ar condicionado, aquecimento central, aspiração central, som ambiente, estores eléctricos. Cozinha totalmente equipada com placa de indução, frigorífico side by side, microondas, maquina de lavar roupa, maquina de secar roupa, maquina de loiça, caldeira a gás, forno com ventilação e churrasqueira. Prédio com painéis solares com termoacumulador. Parque infantil e jardim. Este condomínio fica a 800m da estação de comboios de Algueirão-Mem Martins, 600m do centro de saúde e serviço de urgência, 350m do centro de analises clínicas, 150m dos bombeiros voluntários de Algueirão-Mem...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291068-46;38.795984;-9.34901;3;;1;1.633,00;2013;163;2;4;1º Andar;;;
T3 - Com garagem - NOVO;285.000 €;T3 - No condomínio fechado da Villa Hortênsia no centro de Mem Martins. Com boas áreas. Apartamento equipado com ar condicionado, aquecimento central, aspiração central, som ambiente, estores eléctricos. Cozinha totalmente equipada com placa de indução, frigorífico side by side, microondas, maquina de lavar roupa, maquina de secar roupa, maquina de loiça, caldeira a gás, forno com ventilação e churrasqueira. Prédio com painéis solares com termoacumulador. Parque infantil e jardim. Este condomínio fica a 800m da estação de comboios de Algueirão-Mem Martins, 600m do centro de saúde e serviço de urgência, 350m do centro de analises clínicas, 150m dos bombeiros voluntários de Algueirão-Mem...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291068-45;38.795984;-9.34901;3;;1;1.633,00;2013;170;2;4;1º Andar;;;
T3 - Com garagem - NOVO;250.000 €;T3 - No condomínio fechado da Villa Hortênsia no centro de Mem Martins. Com boas áreas. Apartamento equipado com ar condicionado, aquecimento central, aspiração central, som ambiente, estores eléctricos. Cozinha totalmente equipada com placa de indução, frigorífico side by side, microondas, maquina de lavar roupa, maquina de secar roupa, maquina de loiça, caldeira a gás, forno com ventilação e churrasqueira. Prédio com painéis solares com termoacumulador. Parque infantil e jardim. Este condomínio fica a 800m da estação de comboios de Algueirão-Mem Martins, 600m do centro de saúde e serviço de urgência, 350m do centro de analises clínicas, 150m dos bombeiros voluntários de Algueirão-Mem...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291068-44;38.795984;-9.34901;3;;1;1.633,00;2013;162;2;4;R/C;;;
;1.240.000 €;Em Portugal, na Costa Alentejana, a menos de uma hora de Lisboa,há um lugar que vai para além do que imaginamos.Entre o Oceano Atlântico, o Parque Natural da Arrábida e o Estuário do Sado, localiza-se a Península de Troia e o troiaresort.Neste ambiente único poderá aproveitar toda a envolvência com a natureza e praticar inúmeras atividade ao ar livre. Faça passeios de barco ou observe os golfinhos, jogue golfe num dos melhores campos da Europa, visite o maior complexo de produção de salgas de peixe conhecido no mundo romano ou viva um pôr-do-sol numa praia deserta.Os mais de 60 quilómetros de praia entre Troia e Sines são um enorme areal, moldado pela ondulação e pelos ventos, que...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Carvalhal-Grandola_120321159-67;38.474491;-8.885837;3;;;;2009;323;3;4;;;;
Moradia T3+1 Nova .;160.000 €;Fantásticas moradias modernas e prontas habitar.Cada divisão foi pensada para garantir o máximo de conforto e funcionalidade para o dia a dia.Aqui fica uma breve descrição:- Excelente orientação solar- Jardim frontal no acesso à entrada das moradias- Cozinha lacada a branco e equipada com placa, forno, exaustor, caldeira, máq. lavar louça.- Aquecimento Central completo- Estores eléctricos "Brisa Solar"- Painéis solares "Roca" e Acumulador na cave- Aspiração central - Soalhos em madeira - 3 quartos todos com wc individual e armários/roupeiros - Escadas e corredor de acesso aos quartos amplos, apoiada por uma clarabóia, obtendo imensa...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Gondalaes-Paredes_121911050-285;41.233343;-8.324783;3;;1;200,00;2014;180;3;4;;;;
Moradia T3+1 Nova .;160.000 €;Fantásticas moradias modernas e prontas habitar.Cada divisão foi pensada para garantir o máximo de conforto e funcionalidade para o dia a dia.Aqui fica uma breve descrição:- Excelente orientação solar- Jardim frontal no acesso à entrada das moradias- Cozinha lacada a branco e equipada com placa, forno, exaustor, caldeira, máq. lavar louça.- Aquecimento Central completo- Estores eléctricos "Brisa Solar"- Painéis solares "Roca" e Acumulador na cave- Aspiração central - Soalhos em madeira - 3 quartos todos com wc individual e armários/roupeiros - Escadas e corredor de acesso aos quartos amplos, apoiada por uma clarabóia, obtendo imensa...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Gondalaes-Paredes_121911050-286;41.233343;-8.324783;3;;1;200,00;2014;180;3;4;;;;
 LUXO - MORADIA T5 - LUXO ;525.000 €;Ao comprar esta moradia estará a investir num imóvel com as seguintes características:Fantástica Moradia T5. MARQUE JÁ VISITA E COMPROVE!!! ;A+;http://www.remax.pt/Two-Family-House-For-Sale-Ramalde-Oporto_122431029-140;41.176045;-8.659629;5;;;500,00;2010;329;;7;;;;
t3 com vistas fantasticas sobre a cidade e o mar;191.000 €;Apartamento t3 novo com excelentes areas e acabamentos de luxo SuiteWc completoSala com 40m2Pavimentos em sucupiraCozinha totalmente equipada BoschPossibilidade de acabamentos personalizados no apartamentoGaragem e bons arrumos ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Paranhos-Oporto_122071062-157;41.228038;-8.396012;3;;;169,00;2013;140;3;4;;;;
CONDOMÍNIO DE LUXO STº AMARO;110.000 €;Ref. A-168   LAGOS – Condomínio de Luxo Stº AmaroApartamento de luxo, tipo T1, em condomínio fechado no centro da cidade.Acabamentos e equipamentos de grande qualidade, ar condicionado e aspiração central instalados, cozinha totalmente equipada, águas quentes por sistema solar. Óptimas varandas, estacionamento.Zona de lazer com piscina (aquecida).Apartamento modelo para visita.Classificação Energética A+Ref. A-168   LAGOS – Stº Amaro´s Charm CondominiumCosy one bedroom apartment, on a closed and very private condominium, very near to the Town centre.Superb finishing’s and equipped with air conditioning, central vacuum cleaning, fully fitted...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lagos-(Sao-Sebastiao)-Lagos_123041001-33;37.106362;-8.682289;1;;;;2010;48;1;1;;;;
Apartamentos NOVOS - Excelentes acabamentos;237.500 €;Fantásticos apartamentos Novos, a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores eléctricos de laminas de alumínio, pavimentos flutuante em Faia, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado (solução por condutas).Cozinha totalmente equipada com electrodomésticos SMEG.Quartos com roupeiro, Boas varandas e 1 lugar de parqueamento.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-65;38.688707;-9.342712;2;1;;193,00;2013;176;2;3;5º Andar;176,00;;
Apartamentos NOVOS - Excelentes acabamentos;195.000 €;Fantásticos apartamentos Novos, a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores eléctricos de laminas de alumínio, pavimentos flutuante em Faia, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado (solução por condutas).Cozinha totalmente equipada com electrodomésticos SMEG.Quartos com roupeiro, Boas varandas e 1 lugar de parqueamento.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-64;38.688707;-9.342712;1;1;;193,00;2013;176;1;3;1º Andar;176,00;;
Apartamentos NOVOS - Excelentes acabamentos;255.000 €;Fantásticos apartamentos Novos, a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de alumínio, pavimentos flutuante em Faia, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado (solução por condutas).Cozinha totalmente equipada com eletrodomésticos SMEG.Quartos com roupeiro, Boas varandas, 2 lugares de parqueamento e arrecadação.Venha conhecer, óptimos preços!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-67;38.688707;-9.342712;3;2;;162,00;2013;141;2;4;2º Andar;141,00;;
FINANCIAMENTO 100% SPREAD 1%;170.000 €;Moradia T3 com linhas arquitectónicas modernas, em condomínio privado com piscina, composto por 9 fogos. Painel solar, estores eléctricos, ar-condicionado e pré-instalação para aspiração central. 2 lugares de garagem, com acesso directo à moradia. Logradouro com acesso directo à piscina.Perto dos serviços. Zona sossegada. A poucos minutos da praia.;A+;http://www.remax.pt/Two-Family-House-For-Sale-Ferreiras-Albufeira_122371014-271;37.126039;-8.231936;3;;;;2011;178;3;4;;;;
